step,pain,instability,need_for_control,cognitive_load,neurochem_balance,fatigue,env_stress,reg_relief,nut_support,temperature,confinement,social_contact,noise_level,light_level,breathing,cognitive_override,pharmacology,meditation,exercise,glucose_level,tryptophan,tyrosine,hydration,vitamin_b12,motive,ability,dispersion
146,0.11036238513250807,0.061411773166455956,0.2378542626465158,0.004251298205604485,0.915090812714633,0.06601763924619085,0.18527160455515684,0.27,0.7949999999999999,22.638420068042166,0.13313341911703985,0.8019997762371166,0.17489093145736562,0.33118833770554595,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08607942103369719,0.5506369306767276,0.5261472435204817
147,0.12060014284221708,0.05199926735575666,0.23468790219774988,0.009097692137956852,0.9252976449263668,0.08512545476476786,0.1795186167072733,0.27,0.7949999999999999,22.640265424253002,0.12768509321406513,0.796215603912955,0.16044877678472833,0.317730319524874,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08421429308098112,0.5476310477332202,0.5221228913375333
148,0.1136854613324294,0.046544986288807676,0.219252304866564,0.014075946060622844,0.9407294011009903,0.07826529107623934,0.1796693865847236,0.27,0.7949999999999999,22.62968492558197,0.11647879708489904,0.7922234919680867,0.17086663410020222,0.3190078634469563,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.0744815967077431,0.5513757793093005,0.5177924497147532
149,0.11127012525574764,0.03426389461928659,0.2108375573109813,0.016480128195866292,0.9176011045227535,0.06460322242870149,0.18145649368855266,0.27,0.7949999999999999,22.63751774668713,0.12659695970879156,0.7982269350059481,0.16314927024864898,0.328331130728949,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07411106055561208,0.5453582492999125,0.5132968014338289
150,0.08970892972550579,0.036998329502771245,0.20770170486102502,0.0,0.9281264091644018,0.0702222547217981,0.1797684816271583,0.27,0.7949999999999999,22.634436713119495,0.132363383422449,0.7955850519956087,0.1622902526878659,0.31116976576751715,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06353303010754592,0.5513661656408193,0.5141609680746444
151,0.10217616299100231,0.044504528213153545,0.2081198026333906,0.014117043298062668,0.9159663611764525,0.07237389581834597,0.18715626960507142,0.27,0.7949999999999999,22.637106688496118,0.13096906302514452,0.7672446101752166,0.1758486275160835,0.3077191666596492,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06962602817659515,0.5442725324021858,0.5161170350527168
152,0.11137458735447135,0.04213470588502826,0.20839258554280243,0.005648004137323675,0.9252668586340824,0.07048476949475485,0.19206396432249245,0.27,0.7949999999999999,22.61982388364355,0.13436333120765484,0.7574293201337192,0.17908041073865746,0.3164799771791448,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07151903123421753,0.5462325345472988,0.516910924240803
153,0.11675074851021379,0.052745313720794135,0.21461361355374156,0.002354452327478289,0.9208841526170238,0.06195315912139947,0.1838637534754722,0.27,0.7949999999999999,22.61644006209546,0.11550571583914404,0.7522469167342801,0.1706332117610423,0.30261182211831605,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07751360501224883,0.5470920041917569,0.5216977483361108
154,0.11379257177295612,0.05147895744360556,0.21050410226216182,0.017006613108316915,0.9203954794176359,0.06335248177417821,0.184053371143419,0.27,0.7949999999999999,22.665762733884627,0.13065182159734798,0.7493462220186203,0.1588992030159616,0.28914485850816374,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07535078963977009,0.5455190751233181,0.5192668481543923
155,0.11934454268617098,0.06410884338069589,0.22723318699269393,0.020292224218680623,0.9244566269510784,0.07237459466930303,0.18268826581889555,0.27,0.7949999999999999,22.647293988119802,0.13443547059048613,0.7541647009602371,0.16960286114454423,0.27332060671158015,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08348613394846038,0.5475151345010623,0.5247666459421618
156,0.114311904254215,0.07188356832176948,0.2359186983866693,0.012465728669523257,0.9089335122271537,0.0721617299019569,0.17843143033079298,0.27,0.7949999999999999,22.616136576977535,0.11343325492130663,0.7475533097646361,0.1848358228946523,0.25917111938678095,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08608481722541754,0.5464399490560642,0.5276945934989768
157,0.10862523366823174,0.04826146765838921,0.241126377779683,0.009063815714368165,0.9096837275901976,0.06601874730296733,0.17309132815704553,0.27,0.7949999999999999,22.626755902051322,0.09870516235580981,0.761518234415939,0.18877562457967526,0.25997665624723854,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08601947752588135,0.550601838249128,0.5202773641416437
158,0.0986210678171731,0.04551033664541608,0.22896082791310898,0.014787472746317318,0.9198041261005484,0.05163304679023227,0.17338981221097644,0.27,0.7949999999999999,22.60498006321369,0.11598136601887718,0.7611750912876012,0.19147509475389893,0.23873659453378998,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07857814996413401,0.5553986950869869,0.5171674494163448
159,0.11353487176523966,0.04696322196552216,0.23125798629489946,0.022721198640397188,0.9076917777153126,0.06531782366570957,0.17035579640349086,0.27,0.7949999999999999,22.614739248986456,0.11264023191755541,0.7627828288091879,0.16850178489147327,0.2514700517519097,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08439108409724463,0.5464637287594195,0.517892727661342
160,0.11943326223187815,0.048296936823199806,0.23167834482277866,0.0,0.9280346790335834,0.08687876375645118,0.17168005280501275,0.27,0.7949999999999999,22.627260306123038,0.12425829547339683,0.7706039584280587,0.16636560064766512,0.2524304756779454,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07784092205002933,0.5500354777288365,0.5177280748099359
161,0.10465259796060797,0.03155878566695685,0.2285334706222101,0.023200390040717354,0.9311075706177768,0.06785784783358302,0.18430097787273444,0.27,0.7949999999999999,22.652800098365407,0.15099436342046635,0.7736670545692084,0.19131924618254387,0.25798973486778065,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07812741545418819,0.5538471370109832,0.5126569933233106
162,0.11124561574971595,0.03198135125817881,0.23117745200906328,0.024054011761478145,0.9142208382153634,0.0628863500300567,0.18716691782057937,0.27,0.7949999999999999,22.648848560843632,0.15696503016065083,0.7496666651927031,0.17615295236741102,0.2563677651535576,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08575653260498402,0.5480104152093832,0.5155723461529068
163,0.12243005288968065,0.05275790717262414,0.22869914714202558,0.014375914877184898,0.9225955769567372,0.057772651281684545,0.18308276514115038,0.27,0.7949999999999999,22.625583036802126,0.17115521260934705,0.7602076664789676,0.15673821202348448,0.25020074867936515,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08627713898510017,0.55001369052287,0.5221306704301056
164,0.11907130702721233,0.054531405303506544,0.2232527308578195,0.021764653656238815,0.9175658753028028,0.04283128572305074,0.17323161791619218,0.27,0.7949999999999999,22.601206799950507,0.14914865417306233,0.7764967348281234,0.15339316158256694,0.25022025011452004,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08533812094876005,0.5504724471213481,0.521301247705064
165,0.1077962100698031,0.052861795746047865,0.21612136081974226,0.015575520534224722,0.9151975260479535,0.062142231465987165,0.16493776098018023,0.27,0.7949999999999999,22.590560104625418,0.12980653942527276,0.7793394359941314,0.12715026327814033,0.26294579418057706,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07472806300316089,0.5475958334525425,0.518116998389027
166,0.09694817415852773,0.05177095669062639,0.20980312518160513,0.004365901984921731,0.9102595078678564,0.0614700181957566,0.166719855918041,0.27,0.7949999999999999,22.581364352639895,0.13201708995429018,0.7747167802906462,0.12927887308863037,0.2631464434933674,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06633514750355445,0.548375565839171,0.5154991517213844
167,0.11478529255822673,0.053478698828426374,0.21105439457362218,0.010892072767854897,0.9288159495160764,0.059596294714301376,0.15692128073092276,0.27,0.7949999999999999,22.56137696602954,0.1055391099986767,0.7849038467794923,0.11091507273859269,0.277550805669583,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07104123049913255,0.5511007140015526,0.5164930202894984
168,0.09337158881569169,0.03418900637039533,0.2148871385460989,0.016576103526781693,0.9182500700942604,0.06637994862182128,0.15831940045685938,0.27,0.7949999999999999,22.595073739948578,0.11927959133123574,0.7949020040376266,0.10387368819504778,0.28145687671733033,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06671909199437147,0.551077817049217,0.509129671911913
169,0.09782923438821937,0.03409227516731883,0.19521003693231093,0.02464613216297811,0.9171470778305297,0.05852843493949146,0.15415130265293459,0.27,0.7949999999999999,22.614779279378894,0.12336265776618591,0.8176399972010719,0.0953964489835741,0.2850035523287851,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.060933019966428706,0.5460587293063226,0.5074125663347987
170,0.0921882282472423,0.03529296370773659,0.19276985234157995,0.012311969962146577,0.9336112493200224,0.05996370589054603,0.1492437581513471,0.27,0.7949999999999999,22.59134628805738,0.12845164267470316,0.8230028607471842,0.08160723405466681,0.27530706390085324,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05385432666149098,0.5526099266672172,0.5066951348770659
171,0.08563275410044614,0.04817881440221206,0.1949411755562656,0.014778215061831003,0.9224420422421187,0.06272295562391605,0.1509649583783004,0.27,0.7949999999999999,22.598334670993236,0.13096774174445713,0.8016722649893036,0.08809782481225845,0.2523352711760676,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05350846353125763,0.5504665565630703,0.5097965135065596
172,0.09680055168197244,0.0428171652363283,0.18737336221850295,0.011998674593305397,0.9250960288050242,0.06050405864736764,0.14970242626627825,0.27,0.7949999999999999,22.61511264263673,0.12709891356962866,0.7976260696901553,0.08625930649322744,0.24718289633556922,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05244459031945914,0.548267385002352,0.5077754774684088
173,0.09117395344605451,0.0313577089514785,0.18108285792862325,0.004000365681158266,0.9391749347869581,0.07498577387799352,0.1493196129770047,0.27,0.7949999999999999,22.604075988943205,0.12727392311614025,0.7820531470492037,0.0826883642666231,0.23401379473989822,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.04355144279486811,0.5497756960460469,0.5034560837315616
174,0.10735391313585174,0.02845942517488067,0.19665478624710983,0.013787084195245013,0.9249058830699847,0.08574862770613853,0.15132046940625937,0.27,0.7949999999999999,22.632995996551898,0.12670129699764784,0.7826536747687247,0.09171064194229317,0.23378160891237743,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.057090357465608976,0.5438509552094503,0.5040672287725761
175,0.10731866531145615,0.044815323550825965,0.20262621126269803,0.017183987091587628,0.9201596168973987,0.06069583887451535,0.15287474770311274,0.27,0.7949999999999999,22.602069149655314,0.1254061352756909,0.7647888153959244,0.10169213810454773,0.21803169611748666,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06384087651328064,0.5483380037566223,0.5099713120727695
176,0.11738795945819253,0.04319253458941002,0.20120668217679788,2.1115956368444877e-05,0.9193143388395129,0.07089322893326573,0.1525960038736298,0.27,0.7949999999999999,22.571525783545574,0.13131408189702506,0.7576033809592465,0.10251681545118208,0.20391547644469427,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06248239260071044,0.5457568968702049,0.5096533781351255
177,0.09880866656479267,0.033628318286930435,0.2071408510494038,0.02106075957029232,0.935562018433286,0.0687965296741152,0.14943355531701072,0.27,0.7949999999999999,22.575012283766693,0.11828742551310506,0.7566873945217071,0.097241697210012,0.2084406171757817,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06233144164147389,0.5531657308164246,0.5073217813657455
178,0.1030999756528929,0.027967439461148498,0.19884636217584034,0.003206403941706725,0.9204987722309553,0.05000842464035096,0.15090976240351212,0.27,0.7949999999999999,22.588257059930587,0.11424842564300502,0.7573049144717214,0.10667932841270693,0.21089137327889232,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05953713502097069,0.5518915490375206,0.5041615791193307
179,0.10465830000322014,0.03295280343768648,0.20138691711659995,0.024386151676732953,0.9311440910488287,0.06811597994629537,0.1534560400950734,0.27,0.7949999999999999,22.614620832518355,0.11641908980193132,0.7535470456767545,0.09909419652231248,0.22242986453203864,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06174262451820235,0.5495737856092305,0.5062064852236684
180,0.10963803369693799,0.054628474460032765,0.20072062894315673,0.004537537727902583,0.9177400113206441,0.07083710912148858,0.15339041663456712,0.27,0.7949999999999999,22.60548624691995,0.11617010534909286,0.7600585381215267,0.10602407017452409,0.22279387282797672,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06126912150607758,0.5458322619589853,0.5131518132513402
181,0.12170404497853382,0.054621283086888704,0.20821134348398904,0.021244608477261305,0.9244068212863623,0.07081421224499225,0.15838770883211734,0.27,0.7949999999999999,22.605190367264242,0.13596944429714133,0.7628939438903778,0.09476680824445227,0.23714971729946435,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06965618643286572,0.5461338466503799,0.5138856026013789
182,0.12428779808044754,0.05067588621379312,0.2072167619341862,0.020010730893464376,0.9277472180753769,0.06863333373537175,0.16197946550282757,0.27,0.7949999999999999,22.604554399279277,0.14386297719645494,0.7593394276639337,0.09451542731202578,0.24199409643354036,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07053542614563772,0.5465756751939922,0.51360198382398
183,0.1232588130772236,0.05543148068737322,0.20356190661946713,0.011975913975931417,0.894597821533095,0.08815608259629754,0.16566258494067587,0.27,0.7949999999999999,22.617119403995932,0.13608312778495874,0.7583713266300361,0.11033056564483255,0.2522518281077404,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06943115848765342,0.5324635527483753,0.5153815279687242
184,0.12164436195069547,0.04041261447267856,0.20858015805591412,0.029338637307761498,0.9209027360198405,0.06341863889272466,0.16968160542456717,0.27,0.7949999999999999,22.623568406246907,0.1331992997830447,0.7412711794049524,0.11511487078787162,0.2535029754645063,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07457184615774397,0.5446201067984727,0.5121143171355301
185,0.12090370682874028,0.01949843636292031,0.1826250571824911,0.01812124636153366,0.9084345101706586,0.06965520473403229,0.161715088632671,0.27,0.7949999999999999,22.597371095538538,0.12275975801653254,0.7522992974773257,0.10327535624316786,0.25187971601722514,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.061489979793125815,0.5341427291701032,0.5040483577120386
186,0.13015011205850988,0.04105915890323954,0.19090784304310537,0.006589598523204315,0.9187959435278532,0.046658068635108005,0.16118735900778414,0.27,0.7949999999999999,22.57272171700433,0.1058280209630966,0.7462780352352743,0.1133970767665956,0.2564195770658496,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.0658932151095337,0.544488999210064,0.5097515497018166
187,0.11099541588323449,0.029224990768437157,0.18467305515975696,0.021951397716384373,0.9087430955166268,0.04675817702054938,0.15925561942098393,0.27,0.7949999999999999,22.572448255609366,0.11759444301843518,0.7601509903636626,0.09220954728748891,0.26713726404222987,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06118404246228014,0.5412856723390636,0.5054722745480636
188,0.11188595378395723,0.0349339919234881,0.18148200566084474,0.0,0.9179149698469774,0.06960510711749633,0.15966015095794744,0.27,0.7949999999999999,22.621908808759237,0.11104360879577337,0.7691536334389023,0.0939706683243895,0.28026218814310017,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05290763445946822,0.5409135294337667,0.5064795220273277
189,0.11238560078191243,0.04428842985042596,0.19953083821317458,0.0081083680717104,0.9291331203025006,0.058215844155823385,0.163186861709746,0.27,0.7949999999999999,22.567638436609837,0.11828246480391205,0.762598936049692,0.10975949447637619,0.271252305913795,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06328441540408976,0.5500993883653817,0.5111716429680349
190,0.1109327712958713,0.04529086703504123,0.19904058905350783,0.006612995622853109,0.910343136758222,0.07662591541976647,0.15885466714920113,0.27,0.7949999999999999,22.51419911885503,0.1089405276025416,0.7607145091578763,0.12031678783668477,0.2535029746642052,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06320435566173849,0.540677229700969,0.5121286913578124
191,0.11567404831086348,0.05868875067022595,0.2083427017795293,0.01402328448710683,0.9375903192153814,0.05334667402555354,0.1552560943953537,0.27,0.7949999999999999,22.518557550340418,0.11029559960122379,0.7677307217634691,0.12599860456599693,0.2347693040179244,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06864805517231695,0.5546932667071376,0.5162118288088611
192,0.12328319971486794,0.06128155988103811,0.21223658127770104,0.015684637119646662,0.9306106354627639,0.0633697505148686,0.15189125167291223,0.27,0.7949999999999999,22.547026746268315,0.1254404959431102,0.7818859516437531,0.11649803442162018,0.22017871535932873,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07158044765417536,0.5505495733652271,0.5166593449711523
193,0.12007001258529588,0.06269298624910187,0.2105134488539074,0.008840608482222147,0.9404599929091112,0.05349121914215237,0.150279331196588,0.27,0.7949999999999999,22.525230248084245,0.13522606548428495,0.7934631641828425,0.11591030778092237,0.21395928382213253,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06828475291254596,0.5565850808232113,0.5162374910947037
194,0.11928574930756218,0.06206504376632187,0.20077898210840267,0.0,0.9061539718535794,0.06646334138175276,0.15319589692240307,0.27,0.7949999999999999,22.54204218241693,0.13510880813159024,0.7810625234353427,0.110513022327192,0.22021428459419667,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06398899820420803,0.5425694407446967,0.5147532775800543
195,0.11224367084326176,0.04401256376570968,0.2037887412145088,0.0012973731476586935,0.9324071398804423,0.0658898406927757,0.15165808004232373,0.27,0.7949999999999999,22.548007329464298,0.14396715469270732,0.7901611523622661,0.09686900499835732,0.22367296288151725,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.061872117145094885,0.5519118522595682,0.5102218226356443
196,0.11657336395665585,0.04542465140766916,0.2080639066548547,0.002387643262406555,0.9281131108371736,0.05926585255617343,0.15215443482032792,0.27,0.7949999999999999,22.564452955658737,0.14237277621294553,0.7994102795758368,0.10136808791934099,0.23145876187181386,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06591386106955469,0.5523495127768958,0.510765402096251
197,0.12463884850785696,0.04036574323661298,0.19917838795347487,0.003929342416282494,0.907393736206992,0.08074887583852192,0.1521640477044424,0.27,0.7949999999999999,22.56221444048733,0.13527746065076102,0.8005531875477326,0.11040025776976367,0.23268257894408828,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06397082542950476,0.5383166837848458,0.508458448730397
198,0.10341980282332533,0.04336025240866805,0.20037775535680988,0.0064131431863838325,0.9402087997219076,0.07104326616662,0.15195520833603293,0.27,0.7949999999999999,22.554002030544563,0.14275580784911385,0.7989050300445091,0.09807823206792354,0.2336829021727087,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05730573354780569,0.5533239013766574,0.5094786607991699
199,0.09507038438763715,0.03707242895240243,0.2017875560258776,0.03550706980831565,0.9331063535152871,0.0789676590379659,0.1500363638252138,0.27,0.7949999999999999,22.586041238108322,0.14785847661628354,0.7935982057138034,0.0846388145011535,0.2230395062338862,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.060132767587222635,0.5483093240780049,0.5076915259555151
200,0.11375954509879999,0.058052688715487535,0.20219937013560926,0.02952436820619249,0.92733635890688,0.07258461501019876,0.14188296475752227,0.27,0.7949999999999999,22.60613187485687,0.1423128584827742,0.8027552145017851,0.07547803436199307,0.20576439177395944,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06493554476086141,0.5459398936430124,0.5136430163932499
201,0.1099066477889427,0.05845680061620491,0.20252475370831938,0.022395765910321122,0.9259398968892084,0.07394445614764104,0.14382756548647585,0.27,0.7949999999999999,22.63036916705447,0.14446507895184474,0.8144982070307528,0.08596768613862121,0.21192969751743862,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06143096675656651,0.54743259873959,0.5121661085071978
202,0.11746314013521494,0.04958173510186784,0.20449657850540323,0.020099446763865752,0.9303306777396783,0.07975179237590768,0.14144793009580375,0.27,0.7949999999999999,22.61924537102959,0.1496047667814745,0.8142127071871493,0.07142856680891183,0.2088338624153241,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06328015044210952,0.5469577637554002,0.5100896914783959
203,0.11621851558384237,0.058412230363295854,0.1944299070773925,0.014081070858459605,0.9203872704615786,0.08179872397092029,0.1466297211795446,0.27,0.7949999999999999,22.643694601275737,0.15652715039022758,0.810078075487602,0.08248051026730079,0.20876395551861274,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.0575393107496556,0.5421715262357946,0.5112562458358887
204,0.10401983536219496,0.046969555955108426,0.1910275607924868,0.00363306037669487,0.9276619334061189,0.07748548104471041,0.1454722158311468,0.27,0.7949999999999999,22.61921105094407,0.1565705605617316,0.8149500772185592,0.07481938297121604,0.21759760574330647,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05198994613600663,0.5467366430770041,0.5085195671016901
205,0.10051182606308141,0.035160882250616234,0.1903921162029078,0.005963590784491824,0.9330825581224019,0.058949451116049836,0.14753011622783502,0.27,0.7949999999999999,22.633388100160563,0.16206586033634487,0.8035143616898074,0.06935831469870177,0.21380284394580026,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.052228104008377324,0.5523217059587591,0.504681919461705
206,0.11833470143610435,0.04123551182672857,0.1934995760114701,0.013807128120131705,0.9466857147327433,0.06990324940268747,0.1518843347287897,0.27,0.7949999999999999,22.61982995179594,0.17518732824381236,0.8004857170185505,0.06904811878173209,0.21763999079385685,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.057347863484950884,0.5513141309270136,0.5072266343947327
207,0.11146390179624105,0.03408369447419368,0.19057015878839248,0.0014510939199390092,0.9213784406689339,0.06372928055691604,0.15183194825894708,0.27,0.7949999999999999,22.603414439703688,0.19590911455255777,0.813932001159135,0.06008393056604712,0.21532265522305327,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05635227305443152,0.5460658173020916,0.5056589911668553
208,0.12427130409740676,0.039733626051544846,0.18903308136974467,0.002669250520281695,0.9243258716949224,0.05675937913812526,0.14934277717976607,0.27,0.7949999999999999,22.5920655997435,0.19016374499372868,0.8093092549271712,0.056032040564638556,0.2104806790416459,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05936573858496193,0.5459249003953595,0.5071897856042273
209,0.12095062928216524,0.03770759264905166,0.19455798892775794,0.0,0.9170638953633109,0.06418039456961819,0.15525945698415525,0.27,0.7949999999999999,22.594974528125437,0.21298189581067448,0.7853177198374468,0.05114474152245049,0.1921826222614537,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06034592606091713,0.5446382887336259,0.5066366321234445
210,0.11322063770159708,0.03369769522397265,0.19406287985302806,0.0015541416889625166,0.9225672670682792,0.05381313292818435,0.15656445664696494,0.27,0.7949999999999999,22.597326573062375,0.20752275742965567,0.7931118761799981,0.05415699631565459,0.21010764116914085,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.06007411488887014,0.5486540894187664,0.5065674879493257
211,0.1168818941508039,0.03579537639383912,0.1881107100630088,0.021609891151128758,0.9327986649925225,0.07723137903499447,0.1570039032789243,0.27,0.7949999999999999,22.56885715322,0.1963937375630915,0.78716194545877,0.046698058325365145,0.23021623066741184,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.057951900795091146,0.5428836331173678,0.5068625752538456
212,0.11206701858368044,0.04373644080247668,0.17717613295639562,0.0036008563522495936,0.9191356594024912,0.06724689585540031,0.1649164829237765,0.27,0.7949999999999999,22.596652513830765,0.20409608305178656,0.7743632450838068,0.05982295636614576,0.2317955045616184,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05094720892236382,0.5404846902458031,0.5082393261921674
213,0.10650987068892939,0.04200866023024818,0.1848802042064687,0.00029926180229527567,0.9280726553103212,0.06898054115994466,0.16581074703344137,0.27,0.7949999999999999,22.590730449674524,0.2103301336590547,0.7500999877150469,0.04264980561631613,0.22190233584559846,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05350994531953984,0.545157439004778,0.5100739150744766
214,0.1005178403522119,0.03656226160784465,0.18804786588037684,0.0,0.9284838997290636,0.07090670063052175,0.16548306167461724,0.27,0.7949999999999999,22.595469631151296,0.20631023931279951,0.7612947814836886,0.04119305940419169,0.23752563858584522,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.053501242273352845,0.5465294254437237,0.5089356144770794
215,0.10463885897143083,0.04778146796889077,0.1838547283236658,0.012667371604797945,0.9230057080006441,0.0645526066430114,0.1642484339387109,0.27,0.7949999999999999,22.61011029113249,0.19976728036722424,0.763575404039949,0.03717148925698863,0.24455233354339176,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05544233511149278,0.5432511857766136,0.5118165255579573
216,0.11051482757857353,0.05908606606576498,0.173483911629358,0.002452643756319468,0.9213433672265832,0.06101559470542633,0.16417038381755888,0.27,0.7949999999999999,22.588864572286795,0.20502036123566988,0.7653270026786644,0.03795275769819504,0.24042506244858186,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.050320189280740626,0.5410574569346546,0.5139238977704075
217,0.09673125282079513,0.045259228170087706,0.16714284074712768,0.0,0.9294792876499163,0.06567334819710927,0.1695497027798481,0.27,0.7949999999999999,22.659259012454168,0.20292107031278675,0.7430135286577154,0.054457184042387044,0.22496835703384568,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.0418665156112944,0.5432148349643211,0.5091261292892509
218,0.10202798141183397,0.045373376092587965,0.17625906751807835,0.015995387330449647,0.9271071675893602,0.06787815995681926,0.1721562576743895,0.27,0.7949999999999999,22.671115429549452,0.2186539439235848,0.7438150017945467,0.047258033290443834,0.22529822688599227,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.05147115816246631,0.5415245355169337,0.5111478601355538
